,sentiment,company,text
5909,neutral,Southwest,inflight entertainment tonight willie nelson impersonator sing passenger peanutsandtoons
5910,negative,Southwest,delay think little training order
5911,positive,Southwest,look forward use passbook week
5912,neutral,Southwest,heard save year fuel carry around skymall ripskymall
5913,neutral,Southwest,passngr require wheelchair gt plane sits exit row wld b physically capable emergency
5914,neutral,Southwest,early bird check in tell flythroughs good otherwise
5915,positive,Southwest,fantastic
5916,negative,Southwest,sat plane hr finally take shock
5917,positive,Southwest,great phoenix dallas tonight great service happy
5918,negative,Southwest,cancel tonight tell receive travel voucher inconvenience really policy
5919,positive,Southwest,guy clever grin face big eye
5920,negative,Southwest,rethink swa process misleading
5921,positive,Southwest,amaze view approach lax tonight
5922,negative,Southwest,today sporadically change departure leave two hour late uncharacteristic
5923,positive,Southwest,really appreciate bhm commercial air today bookofnegroes
5924,neutral,Southwest,new come midnight
5925,neutral,Southwest,know
5926,negative,Southwest,yes extra wonder yo loose room
5927,neutral,Southwest,winner destinationdragons
5928,negative,Southwest,oakland sna ask take even empty sests answer shock
5929,neutral,Southwest,travel savannah ga airline luv r savannah pleeeease
5930,negative,Southwest,could care customer reasonable request shock
5931,neutral,Southwest,chicago lax phx spot lax phx airport back chicago smile
5932,positive,Southwest,thanks reply sen conf love aviation southwest want swa day
5933,negative,Southwest,stop delay everytime due paperwork
5934,negative,Southwest,thnx hopefully nxt show wknd worst case turn sweatshirt inside
5935,positive,Southwest,thanks take notch leinenkugels craftbeer goodflight norfolk
5936,neutral,Southwest,cant look confirmation number moment mobile email longer inbox
5937,negative,Southwest,receive bad customer service end spending several hundred dollar accommodate family cxl
5938,positive,Southwest,disinherit nice job run thru airport catch connecting
5939,negative,Southwest,keep say mobile boarding pass unavailable despite checked everything
5940,positive,Southwest,thanks much night grin face can not wait trip next week
5941,negative,Southwest,app work take like two hour
5942,negative,Southwest,take knoxville yall fav
5943,neutral,Southwest,imaginedragons info destinationdragons need know
5944,positive,Southwest,file response
5945,neutral,Southwest,destinationdragons word winner contest chance tix provo destinationdragons show finger cross
5946,neutral,Southwest,write service via email company also transport well client monthly via sw
5947,positive,Southwest,one heck airline
5948,neutral,Southwest,thanks smile good air side caution
5949,negative,Southwest,understand weather fault frequent flyer expect well customer service try
5950,neutral,Southwest,yay dependent id wife child eligible use discount use phone inperson
5951,negative,Southwest,leave la vegas arrive chi mid shock pm
5952,positive,Southwest,woohoo day look find
5953,negative,Southwest,even gluten free peanut whyyy
5954,negative,Southwest,please update website
5955,neutral,Southwest,yo mrerickv give plane back mad threaten take away companion pas luv
5956,negative,Southwest,kaneshow mrerickv everything return jet miami
5957,negative,Southwest,inclement weather leave dca today plane appear come au
5958,positive,Southwest,whoa thanks want hear early come thanks reply
5959,neutral,Southwest,work piece military discount hear offer one give specific confirm
5960,neutral,Southwest,imaginedragons pick someone destination dragon
5961,neutral,Southwest,anticipate cancel flightlations nashville tomorrow
5962,positive,Southwest,thx finger cross found
5963,neutral,Southwest,info destinationdragons winner announce best friend hop win thanks
5964,positive,Southwest,far good
5965,neutral,Southwest,dmed guy beam face smile eye beam face smile eye beam face smile eye beam face smile eye
5966,negative,Southwest,leeannhealey yeah sale fare place oh damn right live swa
5967,positive,Southwest,imaginedragons love hear live velourlive saturday destinationdragons
5968,positive,Southwest,personalize service
5969,neutral,Southwest,k destination dragon
5970,positive,Southwest,imaginedragons well tweet board listen way home
5971,negative,Southwest,take ages one snapchat story load one one demolish
5972,neutral,Southwest,dunno travel information like
5973,negative,Southwest,lose sunglass case last night lose found
5974,neutral,Southwest,snapchat imessage instagram
5975,negative,Southwest,wifi shit fix jump closest bloody fuck emergency exit
5976,negative,Southwest,need change name company reservation try call customer relation busy signal
5977,negative,Southwest,ala pretty full entertain witty repartee
5978,neutral,Southwest,heart
5979,negative,Southwest,try book another apply credit another find
5980,negative,Southwest,hour trap denver bc mechanical problem worstcustomerservice
5981,positive,Southwest,awesome
5982,negative,Southwest,lose whole day honeymoon disappoint frustrate everything
5983,negative,Southwest,stay chicago overnight meet bag hope stay put put
5984,positive,Southwest,luckily people work bso chicago midway attentive found bag punta cana
5985,negative,Southwest,criterion free bike automatically way faq page clear
5986,neutral,Southwest,way dm
5987,negative,Southwest,wonder reason customer service busy hold past day many hour answer plz
5988,negative,Southwest,open kiosk austin bergstrom three lane service line people really
5989,positive,Southwest,big shout lady try track
5990,positive,Southwest,great experience customer service team luvsw list
5991,positive,Southwest,way know check bag curb awesome want sure high five
5992,neutral,Southwest,yall still cold right
5993,negative,Southwest,pls resolve reimbursement gracias rico pls send private msg phone number email address
5994,negative,Southwest,list preferred line phone wait minute hang feel list ey
5995,negative,Southwest,stop credit card apps already card
5996,positive,Southwest,handle glad southwest care flyer think
5997,positive,Southwest,bingo southwestair bring attention happy reach noah right mr
5998,neutral,Southwest,oops sorry do
5999,neutral,Southwest,come mobile proceed w enter postcode purchase ireland postcode
6000,negative,Southwest,tsa pre show board pass follow step please
6001,neutral,Southwest,would need follow first
6002,neutral,Southwest,unsure message part right please let know receive
6003,positive,Southwest,love luv addition passbook option
6004,positive,Southwest,thanks follow glad bag back
6005,neutral,Southwest,denver phoenix think finally ready take
6006,negative,Southwest,guy fuck never forgive
6007,negative,Southwest,smash window giant guest sit next way guy give seat
6008,negative,Southwest,miserable orlando vega nonstop right big must guest require seat btw
6009,positive,Southwest,amazing service sw stewardesses den cun cun atl atl lax
6010,neutral,Southwest,ftw airplane hope sing song phoenix today terminal humphrey
6011,neutral,Southwest,pick winner destinationdragons flightr maybeijustlost whyyounoloveme
6012,positive,Southwest,love dragon lol sorry see lauren oh god ahhhh
6013,negative,Southwest,bad weather multiple cancel flighted scar noted next
6014,negative,Southwest,good know three set traveler min stand wait min pas
6015,positive,Southwest,twice year hard vacation work sometimes love guy
6016,positive,Southwest,give ticket see saturday even right haha
6017,negative,Southwest,want deal world might want know treat customer
6018,negative,Southwest,guess airport early need wait checkin really
6019,positive,Southwest,taylormdowns share value common smile
6020,neutral,Southwest,bonus still expire
6021,positive,Southwest,karajusto ok
6022,neutral,Southwest,conf thanks reply
6023,neutral,Southwest,change guess
6024,negative,Southwest,worstthingever late flightr lose bag fedexed somewhere know cause deliver somewhere
6025,neutral,Southwest,app updated passbook support via
6026,negative,Southwest,know information lose people account see someone else reservation rr trip
6027,negative,Southwest,conference number speak courtney texas david finally fix mine hour
6028,neutral,Southwest,possible chance swa bring back service lga bwi would much easier connect west coast
6029,neutral,Southwest,please expedite miss bag claim thanks
6030,neutral,Southwest,anything ticket would mean much destinationdragons
6031,neutral,Southwest,new schedule open take past
6032,negative,Southwest,customer service say know problem use confirmation number domestic international
6033,negative,Southwest,look like yr anni trip replace w someone itinerary worry abt c
6034,neutral,Southwest,south everyone
6035,negative,Southwest,would want last screw early boarding pay
6036,positive,Southwest,thanks follow appreciate
6037,positive,Southwest,arrive san juan early thanks great luv
6038,negative,Southwest,jamesasworth worst corporate account manager brent take
6039,neutral,Southwest,sent dm w additonal info
6040,negative,Southwest,complete horror show bump three today noon run airline cantblametheweather
6041,neutral,Southwest,please see friday promise southwest back home nh mhtforlife
6042,neutral,Southwest,important accept others swadiversity
6043,negative,Southwest,hour delay shortly southwestair brendan sorry keep wait air shortly rs
6044,neutral,Southwest,announce winner destinationdragons show utah weekend lucky
6045,positive,Southwest,thanks already subscribe rr account receive promo code last month since expire new offer
6046,positive,Southwest,kindly
6047,negative,Southwest,step less shot step acknowledge customer place twitter step suck much
6048,neutral,Southwest,find imagine dragon contest
6049,positive,Southwest,industry another reason nut
6050,neutral,Southwest,plan family trip orlando may try figure book best rate suggestion
6051,neutral,Southwest,lem me come destinationdragons loudly cry face loudly cry face loudly cry face university student could use break book
6052,negative,Southwest,sorry stray learned lesson attendant need sw happiness
6053,neutral,Southwest,lack passport trip could still photo id thingsishouldknow ifeeldumb
6054,positive,Southwest,add passbook support io application finally add collection
6055,neutral,Southwest,ticket feb imagine dragon show
6056,positive,Southwest,really crave pretzel please send
6057,positive,Southwest,allows change fee yay always book change
6058,neutral,Southwest,give ticket atlanta show roadtrip canada deal grin squint face
6059,negative,Southwest,poor customer service problem
6060,negative,Southwest,one look like problem fix
6061,neutral,Southwest,sure send message
6062,positive,Southwest,ready inspire
6063,neutral,Southwest,sent
6064,negative,Southwest,southwestair day still home odd ground day pastmypatienceexpirationdate
6065,neutral,Southwest,revenue since begin
6066,negative,Southwest,understand much often seem like quick request desk take question ask
6067,neutral,Southwest,look forward power inclusion event special guest begin promptly swadiversity
6068,negative,Southwest,tried enter rapid reward contest link facebook browser keep pop security warning
6069,negative,Southwest,oh ing text message receive entitled jackass friend
6070,positive,Southwest,southwestair hmmm caribbean sound ld warm thanks
6071,neutral,Southwest,vega come soon receive drink ticket late flightly
6072,neutral,Southwest,southwestair follow back quick dm sw follow
6073,neutral,Southwest,lead vega baby
6074,positive,Southwest,apology accept customerservicewin itravelalot
6075,negative,Southwest,pre board process work basically anyone want wait turn slip
6076,positive,Southwest,love tv ad girl dance laugh every want take trip smile
6077,negative,Southwest,ok forgive guy
6078,negative,Southwest,delay yelled attendant bother worse
6079,negative,Southwest,southwest schedule costa rica march book online available
6080,positive,Southwest,yes bag come straight hotel guy rock
6081,neutral,Southwest,southwest currently await government approval route know official
6082,neutral,Southwest,offering companionpasses atlanta reside frequent flier
6083,positive,Southwest,love dragon oh gosh
6084,negative,Southwest,service rep say dumb tone voice like know
6085,negative,Southwest,would nice could talk agent rather caught w promotion hung
6086,negative,Southwest,want southwest know think great use anymore nothing look
6087,positive,Southwest,love dragon lauren im scream
6088,positive,Southwest,love dragon lauren omg im dead im happy yes yes
6089,positive,Southwest,best
6090,negative,Southwest,customer relation line busy signal call normal line service rep think dumb knowing
6091,neutral,Southwest,never meet favorite band would sooo amaze win destination dragon
6092,positive,Southwest,love dragon lauren omg best airline ever
6093,negative,Southwest,see travel compete unused fund expiration date hidden fine print never saw
6094,neutral,Southwest,love dragon ahhhh yes lauren
6095,positive,Southwest,love dragon holy fuckinf shit
6096,positive,Southwest,love dragon oh god lauren oh god oh god
6097,neutral,Southwest,birthday february date imagine dragon concert btw
6098,neutral,Southwest,love dragon lauren holy sht
6099,negative,Southwest,long wait hour mother bag break file report wait thanks
6100,neutral,Southwest,court gain access gate love field deltanews
6101,neutral,Southwest,love dragon lauren im screakjmf
6102,negative,Southwest,sw return customer service business traveler sw sw ignores
6103,neutral,Southwest,guy gon na give away ticket destinationdragons
6104,neutral,Southwest,karajusto swa willing follow finally
6105,neutral,Southwest,hire emerge leader development program last day apply today apply
6106,neutral,Southwest,pv approve ready
6107,neutral,Southwest,atl rdu snow forecast raleigh evening
6108,negative,Southwest,app repeatedly crash failed display name check unable use app
6109,neutral,Southwest,sorry think do
6110,negative,Southwest,yea hop avoid ticket difference amount birthday courtesy flysouthwest lovesouthwest mybday
6111,negative,Southwest,use luggage scale measure weight loss one scale foot home inaccurate anymore
6112,positive,Southwest,oh gosh seriously day week year one appreciate
6113,negative,Southwest,board plane tell plane hour delay loudly cry face loudly cry face
6114,neutral,Southwest,open beyond august
6115,positive,Southwest,pleasantly surprised board morning good job
6116,neutral,Southwest,ahhhh sorry follow
6117,negative,Southwest,two hour plane gate undignified behavior apology enough freedrinkcoupons
6118,negative,Southwest,cut people minute check bag delay hour wait hr
6119,negative,Southwest,want file formal complaint disgruntle employee laguardia ruin mltple people travel plan yesterday
6120,positive,Southwest,awesome sending
6121,neutral,Southwest,leave something plane land midway last night responsible adult number call ty
6122,negative,Southwest,hi tsa pre check put acct board pas p update
6123,negative,Southwest,mdw gate many fewer seat plane
6124,negative,Southwest,like wait day home notokay
6125,negative,Southwest,option cancel want change want cancel
6126,negative,Southwest,lastly company try put love would nice someone personally address concern
6127,neutral,Southwest,letter follow sure include reward number twitter handle email address
6128,negative,Southwest,balt hit turbulence baby cry kid vomit chaos attendant caroline superhero
6129,negative,Southwest,way number please feel free fact check complaint leave baggage
6130,neutral,Southwest,finally home bnasnow
6131,negative,Southwest,therefore since receive recourse phone submit email complaint letter via mail follow
6132,negative,Southwest,consider loyal customer brand astound lack concern customer experience
6133,negative,Southwest,experience worse experience ever meet w contempt customer service worse
6134,neutral,Southwest,look cheap vega
6135,negative,Southwest,please let nothing overhead bin exit first lot bring purse tire run connection
6136,negative,Southwest,request refund reward point use purchase refuse
6137,negative,Southwest,today call customer service speak wendell holton dallas office tell nothing
6138,negative,Southwest,leave single answer southwest personnel hour wait apology explanation
6139,negative,Southwest,along passenger repeatedly ask southwest personnel take long luggage
6140,neutral,Southwest,new boeing yesterday dfw dal airline
6141,negative,Southwest,next arrive atlanta wait full hour luggage place carousel one hour
6142,negative,Southwest,secondly end boarding despite aircraft present deplane thus left min late
6143,negative,Southwest,bag free carry packingayak
6144,negative,Southwest,first cockroaches crawl counter gate visible mouse trap seat gate
6145,negative,Southwest,completely displeased service receive yesterday lga atl
6146,positive,Southwest,land nashville thanks take care
6147,negative,Southwest,accept reservation past august
6148,neutral,Southwest,thanks send dm info
6149,positive,Southwest,thanks info good day
6150,negative,Southwest,correct attendant error give attitude rude show take back nut say well late
6151,positive,Southwest,deltapoints hey least guys honest customer unlike
6152,neutral,Southwest,first flyer schedule round trip set departure date unsure return date policy fee change
6153,negative,Southwest,sent screen shot incident report
6154,negative,Southwest,today trip harder pay check bag devotedyyours today shock
6155,positive,Southwest,oh worry nl disappointment well lounge like disappoint
6156,negative,Southwest,mco isp delay detail
6157,neutral,Southwest,october available
6158,neutral,Southwest,ceo discuss possibility nhl vega arena name right smusportmgt sportsbiz
6159,positive,Southwest,thanks back nashville big thanks pilot baltimore snow land ice
6160,positive,Southwest,last night thanks follow smile
6161,positive,Southwest,win always save day direct orlando party popper party popper party popper
6162,neutral,Southwest,actual carry put closet overhead success airline thanks
6163,neutral,Southwest,hi add account create
6164,positive,Southwest,de ice important
6165,positive,Southwest,finally board pass work passbook
6166,neutral,Southwest,delay today orlando
6167,neutral,Southwest,winner destinationdragons
6168,neutral,Southwest,thanks remind upcoming trip florida really need
6169,neutral,Southwest,today day feel support throughout come home nashville octavia
6170,positive,Southwest,love appreciate fact guy rarely cancel need cancel flightlation fold hand
6171,negative,Southwest,fll kiosk open rude attendant everyone late
6172,negative,Southwest,website downnnnn shock ugh
6173,neutral,Southwest,courtsnod hopefully nashville open want come home today
6174,neutral,Southwest,southwestair hi solar charger amazon game changer plug usb charge smile
6175,negative,Southwest,please tell tomorrow tryin day leave
6176,negative,Southwest,bad experience last week break bicycle bring bike ride fla
6177,negative,Southwest,southwestair sorry frustration rebooked sw rebooked still stick smh
6178,negative,Southwest,minute still wait ski unload ashamed morning
6179,positive,Southwest,neveind found way thanks process painless
6180,neutral,Southwest,service promotion moment modelodenegocio innovation innovacion businessmodel
6181,neutral,Southwest,bag late check put different oak msy trouble track
6182,positive,Southwest,johnwayneair much
6183,positive,Southwest,official airline divadapouch aka thepoopqueen
6184,neutral,Southwest,try home nashville stick dallas day morning
6185,positive,Southwest,able change without fee oh two free check bags best airline ever
6186,positive,Southwest,wonderfully nice agent austin wish remember name give proper kudos
6187,positive,Southwest,hot stewardess flip
6188,negative,Southwest,bag tv show film
6189,negative,Southwest,schedule morning day fact yes sure even one cancel flightled
6190,negative,Southwest,update minute pilot turn c longer freeze enjoy wait reload bag
6191,neutral,Southwest,snow forecast raleigh nc tomorrow night need know plan reschedule rdu wednesday night
6192,neutral,Southwest,need reservation
6193,negative,Southwest,seem odd sit plane delay find txt emp work aircraft
6194,negative,Southwest,really enjoy sit bwi door wide open c fix baggage error sarcasm
6195,positive,Southwest,phi den staff great crew freecomedyshow newlifetimecustomer
6196,negative,Southwest,engadget theverge wire reddit
6197,negative,Southwest,male attendant must play game call bigger dick people chi mid
6198,negative,Southwest,hold southwest hour automatically hang iusedtoloveu
6199,positive,Southwest,best customer service
6200,positive,Southwest,big thanks team family emerg day ticket experience excellent yall last
6201,negative,Southwest,cancel flightlation day due weather nashville trip airport communicate late sw
6202,negative,Southwest,leave ipad erw den open claim many memory plz back
6203,negative,Southwest,yes dale baggage office wonderful everyone page hour wait
6204,negative,Southwest,one want commit say plane cancel customer relation close patience
6205,negative,Southwest,try leave monday plane leave mine one keep delay missed work pay cab
6206,positive,Southwest,total win happy bday intercom chocolate kiss chance hand snack
6207,negative,Southwest,luggage still differ found luggage scan final destination way know
6208,positive,Southwest,thanks excellent response assistance set smile
6209,negative,Southwest,finally hour set thanks
6210,negative,Southwest,dishearten experience family lot taxi money waste
6211,positive,Southwest,wait thanks response red heart
6212,positive,Southwest,covered thanks
6213,negative,Southwest,please hold forever check
6214,negative,Southwest,sister family drive mile disoblige rebook timely manner horrible
6215,negative,Southwest,believe many pay customer leave high dry reason cancel flightlations monday bdl wow
6216,positive,Southwest,resolve problem shannon rock even though rhonda
6217,positive,Southwest,thanks see happens
6218,negative,Southwest,southwestair appreciate rude solve much least cover cost steal good
6219,neutral,Southwest,better define plus one smaller type item carry requirement small backpack
6220,negative,Southwest,blow customer service shotwest airline
6221,positive,Southwest,glad finally resolve bad free voucher mine friend travel next
6222,negative,Southwest,swrr
6223,neutral,Southwest,book problem vegas good promo code
6224,negative,Southwest,frustrate customer service open seat earlier change rip
6225,positive,Southwest,good boston actually wifi right
6226,negative,Southwest,please start act age stop short short
6227,positive,Southwest,thanks assistance guy rock hundred point
6228,negative,Southwest,self way put tsa pre check number exist reservation annoy reachable
6229,negative,Southwest,let leave newark
6230,positive,Southwest,hey yea thru everything good well day voucher appreciate
6231,negative,Southwest,nashville drive half hour memphis plane load
6232,negative,Southwest,accord tv passenger interview land far uneventful heavy panic breaking
6233,neutral,Southwest,outline policy scenario
6234,neutral,Southwest,contact miss rapid reward credit
6235,negative,Southwest,chance cancel nashville
6236,neutral,Southwest,travelportland welcome portland sun mt hood southwest
6237,negative,Southwest,airline cancel bna strand philly day hop
6238,negative,Southwest,helpful try nashville waive change fee
6239,neutral,Southwest,still able thanks respond
6240,negative,Southwest,thanks tell hour ago plane leave tried stuck waiting hour
6241,neutral,Southwest,winner destinationdragons announce yet
6242,positive,Southwest,today rsw grr able snag free sw agent check look like finally set
6243,positive,Southwest,yeah figure thanks
6244,positive,Southwest,thanks drink ticket hook wait first international na pump
6245,negative,Southwest,take carryon bag essential attire life change interview tomorrow expect compensation
6246,neutral,Southwest,rebooked tomorrow
6247,positive,Southwest,hi saw black history month commercial tv im excite support month grant free trip
6248,negative,Southwest,take bos bwi plane stl promise replacement hour late flightr hour delay happy
6249,positive,Southwest,though work another major airline love black history month commercial
6250,negative,Southwest,large group majority bag soak
6251,positive,Southwest,black history commercial really sweet well do
6252,negative,Southwest,even voucher pick bag
6253,negative,Southwest,first interaction people morning bad weather sorry
6254,negative,Southwest,yeah tell would next drive drive second
6255,positive,Southwest,much respect
6256,negative,Southwest,prevent dm
6257,neutral,Southwest,imaginedragons gon na know math test tomoro concentrate loudly cry face loudly cry face destinationdragons
6258,positive,Southwest,thankful feelingtheluv
6259,negative,Southwest,im pray home alive
6260,negative,Southwest,hope happy officially become next profitbeforepeople imo bankrupt
6261,negative,Southwest,delay throw priority board way forgive thumb southwestairlines
6262,positive,Southwest,got add smile
6263,positive,Southwest,great best luck deal horrible winter
6264,positive,Southwest,smile
6265,negative,Southwest,need info add rapid reward first flown sw mad
6266,negative,Southwest,keep disconnected choose option unused travel fund automate customer service line so
6267,neutral,Southwest,departs enroute indianapolis international airport
6268,negative,Southwest,old miss connection sleep oak hotel dime rub wrong way late
6269,negative,Southwest,finest moment boston right
6270,negative,Southwest,bag woman say would next ive nothing big wig
6271,neutral,Southwest,use point book rental car
6272,negative,Southwest,thanks think straight
6273,positive,Southwest,thanks take care today michele rock customer service gate hou
6274,negative,Southwest,pay rental car bear day shock
6275,negative,Southwest,thanks expect wait long smile
6276,negative,Southwest,understand weather issue cancel reinstate cancel hardly update nothing shock
6277,positive,Southwest,despite mother nature best effort good humor folk home safely area heavily affect winter storm
6278,negative,Southwest,sadly much travel agent disappoint
6279,negative,Southwest,bos msp msp au au bos site seem display field middle trip add
6280,negative,Southwest,able rebook another drove atl catch charge group
6281,negative,Southwest,worst customer service earth never airline
6282,negative,Southwest,yesterday cancel flighted airport today w delay cancel reinstate caused
6283,neutral,Southwest,look tomorrow morning nashville bna fort lauderdale fll
6284,positive,Southwest,awesome thanks
6285,negative,Southwest,im boat jacksonville
6286,negative,Southwest,concern cancelled bna tomorrow
6287,neutral,Southwest,think bna lax ground tomorrow please snowbama
6288,positive,Southwest,really appreciate follow always reason
6289,positive,Southwest,piece find safely deliver home afternoon
6290,negative,Southwest,place thats cle nothanks
6291,neutral,Southwest,contact know change destination really evaluate thanks
6292,negative,Southwest,know one thing would never treat customer like
6293,negative,Southwest,yall try chicago live send home bullshit as customer service
6294,negative,Southwest,cancel flightled one week customer service pile poo pile poo pile poo pile poo
6295,negative,Southwest,cancel flightled yall im sick angry face angry face
6296,negative,Southwest,poor customer service thru cxl pensive face
6297,negative,Southwest,yall corporate number bc yall try accommodate
6298,positive,Southwest,el paso deal may red heart red heart red heart smile face heart eye globe show asia australia
6299,negative,Southwest,checkin online shock tmrw fr cancun undefined error work family want cgroup
6300,negative,Southwest,anyone ever answer phone poor
6301,negative,Southwest,min departure announce update update status everyone stand comeon
6302,negative,Southwest,kind update delayed boston houston really need back home tonight
6303,negative,Southwest,matt e bos long hold waited minute give
6304,neutral,Southwest,know hard predict dallas nashville tomorrow
6305,negative,Southwest,plan southwest app android crappy
6306,positive,Southwest,thanks keep check try book first disney world vacation
6307,negative,Southwest,thanks take good care luggage
6308,negative,Southwest,yeah rebooked tomorrow hop charm cancel flightled
6309,positive,Southwest,know ya control weather appreciate ya work rebooked last two day
6310,neutral,Southwest,iiiii need schedule haha
6311,negative,Southwest,premium wifi pay decent slow fi
6312,positive,Southwest,next thursday
6313,negative,Southwest,extremely disappointed poor customer service provide cancelled flighting today unprofessional
6314,negative,Southwest,nice lady phx checkin spent hour hold hour might want look efficiency
6315,negative,Southwest,tell last would never really mess today thanks worst airline ever
6316,negative,Southwest,do mess plan trip costarica penny vacatime airplane seat
6317,negative,Southwest,sorry sit plane hour wait engine fix luggage lose k
6318,neutral,Southwest,tomorrow wed smile den bna delay cancel flightled
6319,negative,Southwest,show one one way try home page book roundtrip nothing available shock
6320,neutral,Southwest,tomorrow please cancel lol wink face tongue airplane
6321,positive,Southwest,worry would rather safe ground take chance yes tomorrow bna reopen smile face
6322,negative,Southwest,need cancel back call ridiculous
6323,positive,Southwest,fattuesday great job celebrate mardigras today atlanta airport another reason nut
6324,negative,Southwest,customer service terrible terrible thought know
6325,neutral,Southwest,winner destinationdragons announce
6326,positive,Southwest,awwweesssooomee
6327,negative,Southwest,keepmy pt
6328,neutral,Southwest,guy must swamp even take corporate travel long everything worked end
6329,neutral,Southwest,tremendous job atlanta airport saw sw celebrate mardi gras another reason nut guy
6330,negative,Southwest,officially worst customer service airline ever deal poor
6331,neutral,Southwest,think need follow dm
6332,negative,Southwest,fastest response day hour phone never hold hour line never book problem desk
6333,negative,Southwest,rebook atlanta drive nashville pay ridiculous price difference bad weather good business
6334,neutral,Southwest,expect open reservation november
6335,positive,Southwest,amaze customer service well definitely guy instrument involve
6336,neutral,Southwest,nashville deicer short plane tomorrow morning
6337,positive,Southwest,social medium team say sorry thankfully submit complaint resolution amaze rep call
6338,neutral,Southwest,schedule come back tomorrow finally know swa yet
6339,negative,Southwest,cancel flightled wife stick phoenix way slc san thanks lot southwest
6340,negative,Southwest,never cancelled flightlation text morning either bushleague number call weakservice
6341,positive,Southwest,know whats blackhistorymonth commercial another thing add reason
6342,negative,Southwest,late
6343,neutral,Southwest,flt instead rt
6344,negative,Southwest,seriously wtf nochill laugh
6345,negative,Southwest,yes explain hour minute hold
6346,negative,Southwest,mco dca almost full people screw msy dca cancel flightation cancel swa mistake
6347,neutral,Southwest,take electric skateboard domestic policy list site regular board apply
6348,neutral,Southwest,dm
6349,positive,Southwest,employee great
6350,neutral,Southwest,travel year old please email jennifer cascino gmail com
6351,negative,Southwest,charge station san
6352,positive,Southwest,thanks reply something phone becuz drop call hour hold ring
6353,positive,Southwest,voucher long wait runway saturday night bwi really appreciate swfan
6354,neutral,Southwest,need song next commercial swa love
6355,positive,Southwest,jh finally second
6356,negative,Southwest,need gsp dsm claim sched avail book separately together
6357,negative,Southwest,hold would like dm contact info
6358,negative,Southwest,checkin system poor
6359,positive,Southwest,haha thanks explanation
6360,neutral,Southwest,employee spread bit mardigras cheer morning atlanta nftyconvention
6361,negative,Southwest,trouble check please add dm
6362,negative,Southwest,wifi yesterday extremely slow waste lose travel work
6363,negative,Southwest,cancel flightled monday look cancel credit card
6364,negative,Southwest,still ground planned departure california weather originally tell min delay
6365,neutral,Southwest,understand wonderful miriam customer service able reroute rental car discount
6366,negative,Southwest,yet suppose early evening tonight want store buy new necessity
6367,negative,Southwest,actual call swa phone put hold hour cut
6368,positive,Southwest,gf sf live tulsa swa always take see love
6369,neutral,Southwest,hi know traveler would like add already purchase best option
6370,negative,Southwest,nashville airport runway open appear southwest airline cancel likely change
6371,negative,Southwest,phone hour wait please answer notcool
6372,neutral,Southwest,tomvh rr credit card point family way
6373,positive,Southwest,sent thanks vp
6374,neutral,Southwest,tsa pre board pas mean
6375,negative,Southwest,still strand dc sit kid starve exhaust
6376,negative,Southwest,spill tea radio yay delay almost hour
6377,negative,Southwest,sent
6378,neutral,Southwest,haha yeah joke
6379,positive,Southwest,much stepping game day night elevator music much appreciate
6380,negative,Southwest,use love keep reschedule southworst
6381,negative,Southwest,start already waste hrs phone wait already sad
6382,positive,Southwest,talk customer service appreciate even could learn much
6383,negative,Southwest,brother girlfriend cancel flightled leave hour late drop letter grade school
6384,neutral,Southwest,email rr pt gain clear mine r anything appreciate
6385,positive,Southwest,thanks response able situation resolve fan mother nature today smile
6386,neutral,Southwest,way add know traveler number exist reservation online
6387,neutral,Southwest,need offer college student discount home loudly cry face loudly cry face
6388,negative,Southwest,cancel flightled bna bna mdw tomorrow strand den hold day
6389,positive,Southwest,thanks think figure
6390,neutral,Southwest,lga san diego
6391,negative,Southwest,miss point one account spread four assume create account
6392,negative,Southwest,right point kid often buy four round trip ticket dtw phx
6393,positive,Southwest,thursday look something tomorrow anything available
6394,neutral,Southwest,response point onto reward account
6395,neutral,Southwest,try dm let say precede
6396,neutral,Southwest,chance leave bna tomorrow lga
6397,positive,Southwest,got square away man inside
6398,negative,Southwest,please pm number lodge formal complaint thx
6399,neutral,Southwest,sent dm detail
6400,negative,Southwest,good thing notice routed total passenger impossible triple connection well
6401,negative,Southwest,gate agent rout impossible itinerary find new airline home super bum
6402,negative,Southwest,auto callback wait hold
6403,negative,Southwest,receive email w reso email associate swa account cc info sister fraud please dm
6404,negative,Southwest,onboard wifi bad take minute send tweet work table disappoint
6405,positive,Southwest,another great crew las vegas chicago thanks
6406,negative,Southwest,recommend upgrading ivr use call back email texting know caller
6407,negative,Southwest,entire luggage miss dca hour nobody know anything
6408,negative,Southwest,cbssoxfan hold call twice kick call phonedied alistpreferred
6409,negative,Southwest,airline bna today
6410,positive,Southwest,finally thanks
6411,negative,Southwest,spent minute count hold w today first minute give try min
6412,negative,Southwest,ive airline everyone else great soured whole experience hope next
6413,positive,Southwest,thanks put tomorrow much faith ground tomorrow though
6414,negative,Southwest,think shot find arrives business san thu really want
6415,negative,Southwest,woman work counter philly need fired due bad weather along passenger
6416,negative,Southwest,earlier reflight book problem screencap say unspecified error call swa
6417,negative,Southwest,buy early bird pointless move diff b c first one delayed lose boarding position
6418,negative,Southwest,problem website try change w app site unspecified error
6419,positive,Southwest,love southwest payton taylor
6420,neutral,Southwest,rdu expect ok afternoon tonight
6421,negative,Southwest,super disappoint today first stress book another airline airport
