,sentiment,company,text
9471,negative,US Airways,your a miserable airline and your loss of revenue be a reflection of that extinct a merger only delay the inevitable
9472,negative,US Airways,what be the point of the merger why inequitable out of business if your unbend a profit anymore
9473,negative,US Airways,i love how just to give feedback to this link i have to fill out all my personal info on a form you guy be the best smile
9474,negative,US Airways,finally ahold of an agent after another hour thanks for the follow up recommend a call back feature
9475,negative,US Airways,be this ringling brother barnum and bailey should i keep my eye peel for the clown car
9476,negative,US Airways,not to mention the fact that my be delay because your computer be down
9477,negative,US Airways,can not add my frequent flyer number on your website can you
9478,negative,US Airways,how do i off my plane and wait over an hour and a half to speak to someone about reflight book problem
9479,negative,US Airways,please do trivialize me this be a joke not a slow day or slow experience
9480,negative,US Airways,and how do you only have agent at phx customer service desk when an hour ago the line be over people long
9481,negative,US Airways,sorry do it midnight pst how in the hell be i still on hold after minute on customer service line
9482,negative,US Airways,like i think this be america when do us airways start operate under the rule of communist russia
9483,negative,US Airways,you guy should be nice and just give your route to jet blue and southwest at least they treat their customer properly
9484,negative,US Airways,but nope apparently this be the way you guy do business i guess i m southwest and her blue from now on
9485,negative,US Airways,i keep think this be a massive practical joke and someone be gon na appear out of thin air and take me to reno tonight
9486,negative,US Airways,there over people in line and only one agent
9487,negative,US Airways,and by the way i m plan it while i ben waiting in the line at customer service in phx for over an hour
9488,negative,US Airways,already plan my local boycott for washington dc area
9489,negative,US Airways,i can legitimately say that i would have rather drive cross country than on us airway
9490,negative,US Airways,and despite the fact i see you answer all these people on twitter with mundane q you refuse to answer me
9491,negative,US Airways,you guy be the worst airline i ever deal with no notification no keep customer update terrible service
9492,negative,US Airways,hey guy thanks for answer me and thanks for keep me on hold for an hour on customer service at pm pst
9493,neutral,US Airways,pdquigley any progress good luck patrick
9494,positive,US Airways,landonschott he fine he really like pick his own seat
9495,negative,US Airways,be the worst airline to ever travel with
9496,negative,US Airways,have to be the most lazy inconsiderate and unprofessional airline that i have ever travel
9497,negative,US Airways,do you have any pride in your service any concern for my wife and everyone else on that or you just do care
9498,negative,US Airways,now u horrible people say you have no where for her to sleep
9499,negative,US Airways,who in charge of your company my wife miss her connection to ca you send her luggage on another
9500,negative,US Airways,the call hang up on me
9501,negative,US Airways,this message on your site to call about my just give up after be on hold for hour
9502,negative,US Airways,usairways lose a passenger today for discontinue their promise of excellent customer service
9503,negative,US Airways,yet again your staff in philadelphia fail to send my luggage home with me alwayshappensthere angrytraveler
9504,negative,US Airways,ok my try today give up at after minute hold terrible
9505,negative,US Airways,number or email that the purpose of send you a tweet
9506,positive,US Airways,you i ll do that next
9507,negative,US Airways,it still say that i ca check into my because the information be incorrect but everything be enter correctly
9508,negative,US Airways,this say it be estimate to leave an hour ago it have leave yet so thanks for this useful information theworstairline
9509,negative,US Airways,your customer service be horrendous between the way employee speak customer and their lack of care for problem with
9510,negative,US Airways,have mom sit for hour wait for a they ultimately cancel to give her a tuesday morning no compensation ugh
9511,negative,US Airways,do anyone from your airline know how to do their job
9512,negative,US Airways,have to be the worst airline of all pout face pout face pout face
9513,negative,US Airways,hr late flightr except u lose bag in cvg
9514,negative,US Airways,you remind me today why i
9515,positive,US Airways,look like our bag have be rescue thanks
9516,negative,US Airways,i be try to through to book a reservation and the system will prevent me through day ridiculous
9517,negative,US Airways,you be the worst
9518,negative,US Airways,with no explanation and zero cart to transfer elderly and handicap phl
9519,negative,US Airways,have be wait in an airplane for a total of hour to take off between today this usually do happen
9520,negative,US Airways,starve option for new why ca we a plane phlmia as an eventprof this be worst travel experience ever
9521,negative,US Airways,do let u do stand by on due to check bag cause u to in hour late flightr only to to phl bag do it
9522,neutral,US Airways,and be as merge as the marketing department would have us believe maybe or can me home
9523,negative,US Airways,absolutely worst experience of my life at phl hr fail departure gate and zero communication or
9524,negative,US Airways,americanair as soon as i call customer service to speak to a representative i be disconnect
9525,negative,US Airways,americanair have be try to call customer service since after an hour be disconnect speak to no one
9526,negative,US Airways,give us no information and an attitude
9527,neutral,US Airways,look for some to recover an item i leave on an airplane this evening
9528,negative,US Airways,attendant at the gate enjoy watch the other to our destination take off before have a horrible attendant give us
9529,negative,US Airways,now have strand be in miami without update any of the departure board and once they cancel flightled the there be no
9530,negative,US Airways,you be absolutely terrible at manage these delay be delay and undelayed and delay now be office hour
9531,negative,US Airways,americanair have the most rude unreliable horrible company with equally rude unreliable and horrible employee stay tune
9532,negative,US Airways,phl why do it take an hour to offload bag especially after take min to a jetway to off plane after land
9533,negative,US Airways,philly mia bwahahaha delay hr be in the air min then turn back around usairwaysfail
9534,negative,US Airways,i m tire of pay for luggage less than stellar customer service notafanofyourmerger
9535,negative,US Airways,have you hear about the debacle at dca what be happen with our new orleans wewanttoknow
9536,negative,US Airways,i think it a little weak sauce you have zero inflight entertainment for a hour from salt lake to philadelphia
9537,negative,US Airways,we out through and into good weather when we land another technical issue with gate improve service or lose customer
9538,negative,US Airways,be strand your customer not reflight book problem them and then not answer the phone the way you treat platinum member
9539,negative,US Airways,i a reservation online but i do receive any confirmation email my bank say the transaction through can u
9540,negative,US Airways,this be the worst experience of my life schedule for departure at from phl hr late flightr guess where i be
9541,neutral,US Airways,have you issue a memphis travel advisory for tomorrow winter weather come through now
9542,negative,US Airways,any update on this it more than three hour delay you
9543,negative,US Airways,americanair you should partner w a different hotel in phl the clarion be prove to be very difficult not customer friendly
9544,negative,US Airways,truly dissapointed when our be delay and to miss connection that we be expect to rebook our own
9545,negative,US Airways,you kind of screwed my day up at least it be outbound but you do save it by strand me in a marriottrewards
9546,negative,US Airways,nightmare try to to costa rica from phl today stick in miami and no one answer at number
9547,negative,US Airways,peterpiatetsky ummmm i think us air computer be down for hour my be hour late
9548,negative,US Airways,comedy of error continue we ca into our gate there be a broken down truck in the way fail
9549,negative,US Airways,instruction say to call i m just do what it say to do
9550,positive,US Airways,since i be a loyal usair customer i be sure that they will this up to meright now i want to home back to work
9551,negative,US Airways,the fact we do leave notify hindered our ability to look for alternate before they be snap up
9552,negative,US Airways,you really fudgin up with all these delay pout face justwantmybed
9553,negative,US Airways,just discover that they bill us for the rescheduled which cost me a second day of lose work
9554,negative,US Airways,today usair cancel flightled our rescheduled do not notify us except possibly to our home phonenot helpful since we be in co
9555,negative,US Airways,and i ca through on any phone
9556,negative,US Airways,thanks for ruin my last night of vacation because i have to worry about my because yall do have record of it
9557,positive,US Airways,janet my denphl cancel flightled saturday usair reschedule automatically notify us by email at no additional cost
9558,negative,US Airways,after hr of try to reach real human finally do and be on hold for hr for out of synch reservation
9559,negative,US Airways,usair idiot take our plane give it to someone else fudgers from philly to orlando
9560,negative,US Airways,missed rude csr no till tuesday no answer on twitter me out with a rt you my only hope
9561,negative,US Airways,delay hour try to to give us an update please
9562,negative,US Airways,phlairport always nice when a customer service manager threaten customer stand in his understaffed line for the last hour
9563,negative,US Airways,just pass the hour mark onholdwith you for this call give up after this morning
9564,negative,US Airways,what be with your lose find my wife lose her phone in philly follow your web instruction to call an no answer
9565,neutral,US Airways,can you with a seat assignment people phx to hnl seat be split up anything you can do will be great
9566,neutral,US Airways,followdm please
9567,negative,US Airways,have dinner reservation in a few minute and i be try to through to you since breakfast onholdwith
9568,negative,US Airways,clt please send more than one cust svc rep to your cust svc counter to assist a line out the door
9569,negative,US Airways,i be on hold for almost two hour try home
9570,negative,US Airways,please call late flightr be unacceptable but neither be be on hold for hrs onholdwith
9571,negative,US Airways,be sit at gate for over min on us what give
9572,negative,US Airways,i would need to wait on hold for hour if your website work correctly please respond
9573,negative,US Airways,how do i an answer to my question hold for hour after your message just say you be take call
9574,negative,US Airways,why the hell do you overbook a plane when you know people actually have seat assignment inept uncaring piss poorplanning
9575,negative,US Airways,worst service at reagan int i rarely post about a company or service but i be so annoyed not weather relate flightdincompetence
9576,negative,US Airways,be on hold for more than hour this after leave through after hour on hold this morning with no answer
9577,negative,US Airways,so far my phone wait be longer than oscars coverage whatcustomerservice
9578,negative,US Airways,chairman prefer with lifetime mile what be my us air reward no firstclass upgrade on as usual
9579,neutral,US Airways,arrive at follow from reagan national
9580,negative,US Airways,minute delay for take off and minute wait for checked bag really
9581,negative,US Airways,i be on hold for minute this be terrible customer service you mess up my reservation
9582,negative,US Airways,usairways
9583,negative,US Airways,southern hospitality luggage delivery service from sav be awful great deliver empty promise but not luggage wait
9584,negative,US Airways,with us air plane have mechanical issue wait minute for from customer service no from management
9585,negative,US Airways,miss due to mech issue no food voucher transport to different airport no rental reimbursement pout face
9586,negative,US Airways,phlairport we do control your stupidity in lack room to have a plane come in you better not mess with us now
9587,negative,US Airways,interest you forward compliment but never complaint world worst airline goingforgreatnessfail
9588,negative,US Airways,and delayed for crew availability what give i m to tpa hr past my schedule arrival
9589,negative,US Airways,how be it that the airport dca and the airline mess up our but also will uncover our hotel cost at dca for
9590,negative,US Airways,in line for min after mechanical issue cause me to miss my rep for upset people
9591,positive,US Airways,the entire crew on from bos to phl be do a wonderful job and this experience partly suck smile face with smile eye
9592,negative,US Airways,can someone please answer my call i have be waaaaaaiting
9593,negative,US Airways,be hold my luggage hostage from
9594,positive,US Airways,americanair major issue out of boston but your crew have be exceptional let see how thing roll out in philly
9595,negative,US Airways,i be try to set up my phone interview for day and hop the position wo be fill because the link do work
9596,neutral,US Airways,do you have an email
9597,negative,US Airways,have to call to find out i be rebooked tomorrow why ask for my number an email for day of info
9598,negative,US Airways,us airway do care for customer worst experience today with us airways myself wife and toddler
9599,positive,US Airways,thanks to the whole team for an ontime despite inclement weather
9600,negative,US Airways,your rude staff say i do care that we be out of market place food you on vacation and i have to work nice huh
9601,neutral,US Airways,what happen to frequent flyer mile earn once merger be complete with aa
9602,negative,US Airways,off stand by list and on earlier to dca what be the status of my checked bag be suppose to be on thanks
9603,negative,US Airways,why do this keep delay late flightr and late flightr
9604,neutral,US Airways,any idea when to miami will leave for a second
9605,negative,US Airways,i have contact them but only an automate response that wo give me the code
9606,neutral,US Airways,yea they will give you cent on the dollar
9607,negative,US Airways,really a letter that say you will discuss serve drunk more drink that do the current situation
9608,positive,US Airways,great you
9609,negative,US Airways,so do that mean americanair that you might care about my sister be assault on one of your
9610,negative,US Airways,on top of that a dozen ppl miss connection and you have one person at customer service abysmal
9611,positive,US Airways,it infrequently that an airline be so easy to work with i need to change my and the attendant at mke my day
9612,negative,US Airways,americanair how be it possible that someone be drunk they bring a wheelchair for them but you keep serve them
9613,negative,US Airways,your service at phl be abysmal an hour on the runway wait for a gate no information anywhere miss my connection abysmal
9614,negative,US Airways,americanair worst customer service ever how can you let people be assault on your and do nothing about it
9615,negative,US Airways,americanair not provide pilot for your be this a new feature of your merger efficencies
9616,neutral,US Airways,do you know what the pilot for be come in on thanks
9617,negative,US Airways,so i guess you be ok with people be sexually assault on your nice customer service
9618,negative,US Airways,please need our plane to wait to to elmira on tarmac over an hr baggage take and still there thru custom
9619,negative,US Airways,americanair usair have return to phl due to issue with the fire detector what happen next
9620,negative,US Airways,ur specialist say they would talk to the stewardess about not serve drunk drink really how do that
9621,negative,US Airways,what be wrong in boston why be only your plain disinherit tonight son need to back to state college pa
9622,negative,US Airways,over two hour on hold to talk to an agent then it disconnect me be try for two day wtf hire some csrs u now
9623,negative,US Airways,so you do have a pilot now for clt airplane ord for at least another hour why on earth would you board the plane no sense
9624,negative,US Airways,please us a plan already how be this an issue in century
9625,negative,US Airways,fail when the inbound arrives after the scheduled outbound departure and still on
9626,negative,US Airways,thanks for three cancel flightled and us from raleigh to charlote to lexington to philly istead of raleigh to philly
9627,negative,US Airways,rant cont to top it all off reschedule to tpa at be already delay how can they be that bad
9628,negative,US Airways,can you advise on what happen with departure delay from clt
9629,neutral,US Airways,can you provide me with info about check stroller and car seat cost restriction need to bring seat stroller
9630,negative,US Airways,americanair delay and mechanical issue on both my weekend ridiculous will tweet as long as we be delay
9631,positive,US Airways,lax phx sundayfunday
9632,negative,US Airways,what be happen have be sit in philly for hour pls take care of to chicago at least least us know solate
9633,negative,US Airways,phlairport can you pm me w answer if flt to be still on be on ground over an hr w no gate need pls
9634,negative,US Airways,phlairport how can a plane schedule to come in on and actually happen then you bozos do have any room us incompetent
9635,negative,US Airways,this be the reason i avoid phlairport and like the plague glad to see this merger be work well dumb
9636,negative,US Airways,americanair any word on accommodation for the passenger on us when they arrive in charlotte lot of tired passenger here
9637,positive,US Airways,americanair you for a couple of easy hassle free today professional and friendly staff everything easy
9638,negative,US Airways,hire smarter it people if your system keep crash instead of some of the mooks you man some of these airport with godelta
9639,negative,US Airways,keep tell a few more min to take off its be an hour first with you not the best lie brokenpromises
9640,negative,US Airways,what be wrong with you guy and your inability to plane in and out of philly on our pilot give us a answer that be b
9641,negative,US Airways,you guy have to be the worst we be into philadelphia and have only two jetways available for an on plane pisspoor
9642,neutral,US Airways,i have receive two reservation checkin for two different for my one tomorrow morning need assistance asap
9643,negative,US Airways,where our luggage be wait more than an hour
9644,neutral,US Airways,cancel flightled the last part of a ticket and be confuse from the email i receive whether value remain be there someone i can ask
9645,negative,US Airways,you suck in philadelphia let us off this plane phl
9646,negative,US Airways,americanair piss off thousand of east coast customer when the delay be longer than the you fail
9647,neutral,US Airways,please have your people hold from phoenix to san jose we pull up to the gate schedule to depart at
9648,negative,US Airways,hour and count what kind of travel voucher do i for this
9649,negative,US Airways,we be wait at the gate for hr why be we now wait to stow the luggage
9650,negative,US Airways,wait to my bag of delay plus the of delay i have on the way out never you again
9651,negative,US Airways,stick in florida with no service suck here nofood nodrinks nohelp
9652,negative,US Airways,why ca the gate agent on provide an update seriously this be ridiculous how long people have be wait
9653,negative,US Airways,your ivr hang up on me because of high call volume i need call me
9654,negative,US Airways,a tweeted apology be not enough for delay fiasco none for insult from gate agent be worse except for mark n all bad at clt
9655,neutral,US Airways,sorry we be in philly should tell you that
9656,negative,US Airways,pilot for do show until after departure watch ️ now there a broken computer next alwayslate
9657,neutral,US Airways,pilot say that we be to take off in minute so maybe the system come back online
9658,negative,US Airways,it flt to elm still no gate and still have to it thru custom
9659,negative,US Airways,americanair accord to your costumer support your website be hold my money hostage and you cant do anything about it
9660,negative,US Airways,suck delay my mom cancel flightled it delay her again today all for mech issuesshe have sleep in airport
9661,negative,US Airways,when your routing system down which ground all your long haul you should think about a failover plan
9662,negative,US Airways,they do give you the wifi password smh
9663,negative,US Airways,americanair sit at the gate on for an hour due to computer be down what backup plan be in place for this
9664,negative,US Airways,be cancel flightled and now i need to locate my baggage
9665,negative,US Airways,i need locate my bag i arrive in denver last night at midnight from charlotte but my to haydensteamboat
9666,neutral,US Airways,this be happen now
9667,negative,US Airways,what be on with the computer why be my ground why do your airline suck so much unansweredquestions
9668,negative,US Airways,americanair late flightr finally take off face with tear of joy face with tear of joy face with tear of joy
9669,negative,US Airways,hold your passenger hostage during your computer crash be not customer friendly let us off the plane or us move
9670,negative,US Airways,be on hold for over and hour now
9671,negative,US Airways,pilot tell me that all and us airways across the country have stop due to a computer system failure
9672,negative,US Airways,flt land over half an hour ago not a single bag yet on the baggage claim hate you so much right now
9673,negative,US Airways,americanair will one of you please answer the phone
9674,negative,US Airways,no word on delay reason but twitter be aflame with track computer crash rumor true or not
9675,negative,US Airways,stick at the gate in charlotte nc wait for release paper and a fix for a broken computer system
9676,negative,US Airways,sit at the gate on for an hour due to sabre be down what backup plan be in place if sabre can not be fix
9677,negative,US Airways,on flightling because you do want to put us in a hotel for night be our guess
9678,neutral,US Airways,can i a beer please
9679,negative,US Airways,really hr delay in virgin island and odd a food voucher
9680,negative,US Airways,the worst ever dca customerservice
9681,negative,US Airways,february in a row strand us when we try to return from cancun no contact info no way to rebook badcustomerservice
9682,negative,US Airways,printer problem cause us to sit on the runway for min it together
9683,negative,US Airways,nothing like back to back delayed let hope this one be hour like the last
9684,negative,US Airways,can you please me find my luggage since you the one who lose it your customer service suck
9685,negative,US Airways,what be happen at reagan airport dca long line and four people work checkin unhappy dca
9686,negative,US Airways,aurorabiz check your bag bag handler break into my suitcase and stole my camera bag be return in a trash bag
9687,negative,US Airways,hopefully your crappy service improve as u become angryairtravel winterstorm
9688,negative,US Airways,people work the counter at dca massive line poorly play winterstorm
9689,neutral,US Airways,what on in clt
9690,negative,US Airways,usairwayscenter my lose bag land in hartford at tonight will it be deliver to danbury ct tonight
9691,neutral,US Airways,so any idea when the it geeks will plug in the server so can be on its way to phx
9692,negative,US Airways,who do i contact about my awful experience i have with bufclt
9693,negative,US Airways,americanair nvm my bad it be an hour and a half thanks
9694,negative,US Airways,after a crappy due to delay and rude staff member i m happy to report after pay to check my luggage it ruin
9695,negative,US Airways,always let me down oncoming fist
9696,positive,US Airways,please keep emily at you gso airport ticket on staff she be amaze
9697,negative,US Airways,i do understand why i ca my miss mile i be on the it be in my dividend mile account
9698,negative,US Airways,ca seem to find the pilot for our never see anything like it before drunkpilots
9699,negative,US Airways,really no meal voucher for a hour delay out of virgin island
9700,negative,US Airways,but the automated message say the line be too busy to join the queue stuckintheloop
9701,negative,US Airways,hi again how you suggest i contact u via phone send a mail with the original ticket the result
9702,negative,US Airways,stick on the ramp at dca us air computer system crash everywhere
9703,negative,US Airways,the to hell
9704,negative,US Airways,give up after more than hour on hold still need that receipt last it be promise it never arrive
9705,negative,US Airways,told me i deserve to be delay because i book the last and then i hear the only inconvience be miss your
9706,neutral,US Airways,any update on the computer outtage affect be this national or just northeast eta on resolution
9707,negative,US Airways,worst experience we ever have on a regret open their air mile card hotterandlongerthanhell
9708,negative,US Airways,hello i never receive a confirmation code for my though they be confirm so say the automated reply any idea
9709,negative,US Airways,hour on the phone wait for a call back to find my luggage shameonyou
9710,negative,US Airways,what on at i be sit at the gate for
9711,negative,US Airways,from am to phl today of attendant be downright rude and hostile and the hour even worse
9712,negative,US Airways,why the hell will you divest us in a hotel when you strand us your message say mechanical issue not weather usairways
9713,neutral,US Airways,on friday february upon land in minneapolis how can we it back thanks
9714,negative,US Airways,what the deal with the computer network
9715,negative,US Airways,do anyone actually work at the dividend mile department
9716,negative,US Airways,no out of philly because of system wide tech issue
9717,negative,US Airways,huge system problem at dcamanual check in board but sit at gate due to system issue frustrate chairman member
9718,negative,US Airways,epic fail clt ystrdy wcancelled flightled no staff no communication no refund for unused portion of tix keep it classy guy
9719,negative,US Airways,i have be tryng to rsrv a over the phone over the past day and keep an automated message to call back
9720,negative,US Airways,americanair just off int your intentionally rude staff for a horrible on an unsuitable plane
9721,negative,US Airways,on plane from bos to clt for min still at gate crew say systemwide computer prevent paperwork any info you can give
9722,negative,US Airways,will you hold today for connect passenger come from delay
9723,positive,US Airways,provide the best service for me today you so much smile
9724,negative,US Airways,can you guy please give an update be sit on tarmac on yet the website still say it on
9725,negative,US Airways,be cancel flightled to buf today wait in line for hr cu service be rude no until tues need to to roc
9726,negative,US Airways,seriously i should keep try after seven hour that be your corporate policy usairwaysfail
9727,negative,US Airways,his name be rett cavan he have a gofundme page and be to take his last breath tonight this airline only care about money
9728,negative,US Airways,that you would let us just switch to a different set of so we could spend with the family after he pass away
9729,negative,US Airways,he be month old and be suffer from a rare form of cancer your customer service agent have no compassion and i be disgust
9730,negative,US Airways,best part be hear the attendant give a voucher to person next to me for hotel at bgr then my guy say we do do that
9731,negative,US Airways,horrible cust service exp at dia today wife wait hr on the plane bf be cancel flightled still wait for bag
9732,negative,US Airways,be really good at defer responsibility
9733,negative,US Airways,you so much for ask us to pay to switch to a different so i could spend more with my die nephew
9734,negative,US Airways,americanair could lack have a worse airline experience rude unhelpful yell at flushed face need your
9735,negative,US Airways,please no bag no way to through to customer service since this morning
9736,negative,US Airways,i do but the real be why your staff can behave offensively please look into it message me if you want particular
9737,neutral,US Airways,glad people can put their coat in the storage area though it would be super unfortunate to leave those on the floor
9738,negative,US Airways,be this realistic can be hold
9739,neutral,US Airways,but good luck there not cool
9740,negative,US Airways,i leave an item on plane bosphl on friday i call phl us airways leave msg no return call what to do at this point
9741,negative,US Airways,what a great way to kick someone when they be down cancelled a noon and rebook me on one two hour south from here tomorrow
9742,negative,US Airways,thanks for me check my bag when the space be empty and to the attendant for the dirty look
9743,negative,US Airways,so apparently all of your computer crash at bwi any update on when will be move
9744,negative,US Airways,it to the bahamas for work but my luggage do i know travel happens but be there anyway i can more helpinfo
9745,negative,US Airways,hr late flightr still not home hotel rental car etc with a yr old what happen to customer service be our first priority
9746,neutral,US Airways,i saw online you have fee but i be wonder if there be a way to pay for it ahead of instead of at the kiosk
9747,negative,US Airways,cancel my to ny then once i it here they decide for g they ll cancel my return too thanks
9748,neutral,US Airways,yall need to it together
9749,negative,US Airways,on hold for min on my attempt just to a receipt show change fee for an upcoming please
9750,negative,US Airways,everyone on from lax to rdu enjoyed wait an hour a half in baggage claim for their bag just now
9751,neutral,US Airways,no i need the corporate office number please as that be who be deal with this for me it a number
9752,negative,US Airways,cstsvc in phl honor ur system over my reality no rcd of change in hpn now extra hour in phl or to to cle
9753,negative,US Airways,hr for bag
9754,neutral,US Airways,if my be delay what do i have to arrive at bhm
9755,negative,US Airways,on hold for hour can i book use a take voucher online
9756,negative,US Airways,when do we our baggage la to rdu
9757,negative,US Airways,have the worst customer service and their be always delay
9758,negative,US Airways,if you be to me wait in the phone for a long can you at least turn off the ad they be eat away at my soul
9759,positive,US Airways,despite mechanical issue and many delay follow by a cancelled flightlation still to vegas thanks to great gate agent
9760,negative,US Airways,us airlines la to rdu be hold onto baggage for an hour already and everyone be still wait
9761,negative,US Airways,we now learn to never with u again you lose customer from our group the hundred more from our company
9762,negative,US Airways,spoke with your rep in nh and pa very poor communication bag still sit in philly train your staff
9763,negative,US Airways,thanks for the worst customer service on the face of the earth i love the hr on hold along w cancel flightled
9764,negative,US Airways,i try reach out to you guy i m run out and patience i just want my to be honor and i want a confirmation
9765,neutral,US Airways,do you have bereavement discount on airfare as my grandfather just pass and need to attend his funeral this week
9766,negative,US Airways,and after six hour even the gate agent feed up and leave us all on line in front of an empty desk stay classy us air
9767,negative,US Airways,how do you lose a pilot
9768,negative,US Airways,the ad on your phone system when wait for a rep be the most annoying thing ever especially when wait for over min
9769,negative,US Airways,americanair we be miss our connection due to delay out of la what be we suppose to do now
9770,negative,US Airways,might have be cancel mechanical issue hour late flightr people still wait and zero information please send
9771,negative,US Airways,hour no agent should i keep wait
9772,negative,US Airways,how hard be it to unload bag in order of arrival min and count for
9773,negative,US Airways,be it policy to tell customer we ca you i m sorry but this be unacceptable
9774,negative,US Airways,you for correctly interpret my last tweet as non sarcastic and delay my again yyz terminal dance party
9775,negative,US Airways,we ca you we do put people up in hotel when you miss a it against policy
9776,negative,US Airways,my friend at kphl be tell by your rep if it be me i woulda just home this be and tried again tomorrow
9777,positive,US Airways,ann marie at lga be the best ticket agent ever excellentcustomerservice
9778,negative,US Airways,it unacceptable the way your agent at the gate treat pay customer
9779,neutral,US Airways,mad love nyc
9780,negative,US Airways,more like usdelayways another long paperwork relate flightd delay friday in charlotte today in philly letsgoalready
9781,negative,US Airways,your customer service at clt be terrible my be delay from jfk for hour to clt to horrid customer service
9782,negative,US Airways,out of phil no update and be suppose to leave minute ago sit in airport wonder irritated
9783,negative,US Airways,aircraft at gate but no crew will be hour late to destination come on
9784,negative,US Airways,please can someone contact me regard my miss bag it have be day online tracking show nothing
9785,negative,US Airways,delayed blue sky all over whyisusairalwaysdelayed
9786,negative,US Airways,ill never you again due to the emotional financial stress you have cause me because of one of your staff member error
9787,negative,US Airways,where be my bag
9788,negative,US Airways,thanks to you you have now incur us approximately dollar in fee due to a staff member screw up neveragain
9789,neutral,US Airways,when aa gate supervisor be ask for his superior name response receive be the ceo of merger
9790,negative,US Airways,barclaycardus hr wait so far for customer service yes bad weather but do air traffic controller answer your phone
9791,neutral,US Airways,to leave jfk to sj on wo customer that final boarding call
9792,negative,US Airways,thanks for be so bad you a two day train trip look appeal
9793,negative,US Airways,you have to be kid me no info on from dca to bgr and your phone line tell me to call back late flightr
9794,negative,US Airways,its pretty ridiculous that at phx sky harbor you have employee work check in on a sunday afternoon min counting
9795,negative,US Airways,really hop i do charge for this because they could handle the influx of call bummer
9796,negative,US Airways,i have be on hold for over hour please
9797,negative,US Airways,else badcustomerservice
9798,negative,US Airways,yesterday we be delay for six hour wlil to no explanation we pay lot of wu this be how u treat ur customer
9799,negative,US Airways,i have nothing but issue when i wu what up wthat travel vacation awful
9800,neutral,US Airways,you should update your passbook pass with any gate change
9801,negative,US Airways,customer service fail todays experience will ensure i do my best never to utilize you again
9802,negative,US Airways,i be on hold min to cancel my reservation for this afternoon be there another way web tell me to call
9803,negative,US Airways,suggest you failure a huge donation to charlotte nc as they provide great customer service today unlike you
9804,negative,US Airways,be this afternoon nocommunication nocrew
9805,negative,US Airways,we arrive at stt please
9806,negative,US Airways,i need an actual person in customer relation for a refund what can i call i will dispute this charge on my credit card
9807,negative,US Airways,this be my attempt to call us airways dividend mile minute no hang up usairways b
9808,negative,US Airways,claudoakeshott do need this link after a person u now say u do know where bag be lose on a nonstop phx to jfk
9809,negative,US Airways,be absolute crap this week
9810,neutral,US Airways,transf to dividend mile need to change grandma just pass need to change ticket asap update on wait
9811,negative,US Airways,usairways try to a partner pnr and have spend more than hour on hold i know its snowing somewhere but this be awful
9812,negative,US Airways,on the phone over an hour wait for customer service wrong fight information cost us hour from trip frustrate
9813,negative,US Airways,united each say the other have my luggage on hold almost hr with unite hang up
9814,negative,US Airways,just cancel every i have why do you
9815,negative,US Airways,be your reservation phone number work call in the last day and haven gotten through
9816,negative,US Airways,americanair as a gold dividend member why ca i anyone on phone to handle my cancelled flighted american tonight pout face
9817,negative,US Airways,really nigga ur a fuck boy
9818,negative,US Airways,i sympathize weather issue but when tough call in more folk over two hour on hold for fix fail
9819,neutral,US Airways,just tell by supervisor that they wo guarantee the empty seat to standby passenger with cancel flightled so can sell them
9820,negative,US Airways,have fail me all day long should i blame it on
9821,neutral,US Airways,what the contact number for the corporate baggage office in phoenix
9822,negative,US Airways,hour and counting on hold shock why
9823,negative,US Airways,you cancel reschedule my still update ca find my current on my account
9824,negative,US Airways,now after an hour on the plane and knowing of a maint issue ahead of they just announce another min y r we on plane
9825,negative,US Airways,accord to dca seem to be recover nicely from yesterday snow so why be you cancelled flightling out there
9826,negative,US Airways,cancel flightled this be there be avail to phl today u say be sell out i have to buy ticket u need to refund me
9827,negative,US Airways,americanair seriously with all the service issue you be have right now this be what you decide to tweet unbelievable
9828,negative,US Airways,be sit gate for min w door open since we arrive still no jet bridge can someone
9829,positive,US Airways,new fas from dfw to clt this morning do a great job well do
9830,neutral,US Airways,with this livery back in the day
9831,negative,US Airways,wait all day at atl since this be cancel flightled standby tell no seat and group of show up late and on to phl
9832,negative,US Airways,the link do work
9833,negative,US Airways,spent hour in line try to on a home tonight only for it to be cancel flightled an hour late flightr odd snow at dca
9834,negative,US Airways,now leave after hour mechanical delay need lodge voucher and meal tonight in st thomas who do i see
9835,negative,US Airways,care to elaborate on why cha to dca be cancel flightled this evening
9836,negative,US Airways,im fall out of one of your plane
9837,negative,US Airways,this have be my worst experience with you guy you need to do better
9838,negative,US Airways,to miss my connection because my home have be delay and now no gate agent to us off the planeso frustrate
9839,negative,US Airways,never you guy again your customer service be awful
9840,negative,US Airways,tell a man theres no for the next hr no standby nothing no option try to to sick child firevan
9841,negative,US Airways,miss our connection due to delay out of told back good for tmrw either we will be stick in clt
9842,negative,US Airways,ur employee name van ticket counter in philadelphia extremely rude a father try to home to sick kid missed
9843,negative,US Airways,i do and i m not stupid i do web development for yr the issue now confirm by your support be your website
9844,negative,US Airways,and no offer to provide us with a hotel or anything for a that be over hour away
9845,negative,US Airways,now you just hang up on me i m start to think this be personal
9846,positive,US Airways,painless and effortless from indy to phl our attendant tory be fantastic give that lady a raise asap
9847,negative,US Airways,in character yea right thanks for patronizing
